document_slug,document_title,pdf_page,printed_page,blank_page,english_ocr_confidence,arabic_ocr_confidence,quran_references_detected,arabic_segment_count,transcription_text,arabic_text
eternity_screenplay,ETERNITY - Screenplay,11,,False,88.63,,,0,"Page 10 - ETERNITY
 Judge Malloy moves on to the next item,
 JUDGE Malloy
 This is certainly an extensive
 code. Stamford, obviously, wasn't
 taking any chances. But this is
 ridiculous,
 COMMITTEE MEMBER
 The man must have been a genius.
 What a magnificent way to guard his
 fortune!
 JUDGE Malloy
 {Looking at the will)
 Back to the code, Pages 19, 38,
 and 57 contain 285, 209, and 1
 words, respectively, Wasn't it
 enough what he specified so far?
 Camera PANS all members of the committee as they busily count the
 words on Pages 19, 38, and 57.
 Camera ZOOMS in once in a while to “show the members’ fingers
 counting the words.
 All members of the Committee agree that the will complies with
 this specification as well.
 JUDGE Malloy
 Here is the final specification,
 Thank God. The word “Oxalis is
 mentioned throughout the will seven
 times, and is Deliberately
 misspelled as “Axolis"" in Paragraph
 2 of Chapter 8. Wow. At least
 this one is easy to check,
 Camera ZOOMS IN on the will being examined by some committee
 members, clearly showing that the word “Oxalis is mentioned
 seven times in the will, with the misspelling as “Axolis
 confirmed in Paragraph 2 of Chapter 8.
 While other contents of the will appear out of focus, the word
 Oxalis is brought into focus seven times, emphasizing that one
 of them is misspelled as “Axolis.
 INT. ABC NEWS STUDIO ~ MORNING
 DAVID HARTMAN and CREW are preparing to air ABC'S “Good Morning",
eternity_screenplay,ETERNITY - Screenplay,12,,False,86.36,39.46,,0,"Page 1] - ETERNITY
 apecica.”
 DAVID HARTMAN
 {Looking at TV camera)
 In case you haven't heard yet, the
 Stamford Will Committee has finally
 completed its work. One authentic
 will was positively recognized
 through an elaborate mathematical
 code that Mr. Stamford had
 incorporated into his will.
 Tae wee
 TITLES OVER
 <uperimpose Main and Credit Titles on atmospheric shots of
 extensive preparations for a major space odyssey,
 “EN and WOMEN in NASA uniforms are moving equipment, driving
 trucks, loading and unloading materials and instruments.
 Inside, hundreds of technicians in the Mission Control Center
 {Johnson Space Center, Houston) are checking all kinds of
 instruments, computers, and TV monitors,
 Outside, a mammoth rocket/spaceship dominates the background,
 EMD TITLES
 SPECIAL MESSAGE
 Camera ZOOMS IN to a LOW ANGLE CU of a rocket tip to serve as
 backdrop for a special message.
 A ROLLUP slowly crawls into infinity.
 ALL EVENTS OF THIS MOTION PICTURE ARF BASED
 ON A MATHEMATICALLY CODED DOCUMENT WITH A
 BUILT+IN AUTHENTICATING PROOF.
 THE DOCUMENT WAS DISPATCHED TO THF PLANT
 IN THE YEAR 616 AD FROM AN EXTRA TERRESTRIAL
 SOURCE FAR, FAR, AWAY.
 THE DOCUMENT'S UNDENIABLE PHYSICAL = EVIDENCE
 WAS DISCOVERED AND COMPUTER DFECOPFD BETWEEN",
eternity_screenplay,ETERNITY - Screenplay,13,,False,89.7,46.98,,0,"Page 12 ~ ETERNITY
 AD 1972 AND AD 1988 BY EGYPTIAN/AMERICAN
 SCIENTIST RASHAD KHALIFA, PH.D.
 OOORARRERKKKKKE KEKKEKKREKKKEKEKKKEKER EKER 4 4> AK KEKEEKREREKREKEEREEREREKE
 EXT. CAPE CANAVERAL - DAWN
 The backdrop is a grand scale, sophisticated, space age equip
 ment. Giant rocket/spacecraft is poised on the launch pad.
 Countdown indicator is running at 94:37:19.
 Ree-hive busyness in preparation for a major space odyssey.
 ) ASTRONAUTS (THREE MFN & THREE WOMEN) and THREE ROOTS arrive
 In a mini bus to the launch tower, disembark, and enter the
 such tower.
 ‘Vv ANNOUNCERS are broadcasting the event.
 EXT. OVERLOOKING CAPE CANAVERAL ~ SUNRISE
 PAN SHOT
 THREE TV ANNOUNCERS are sitting at a table with a microphone in
 front of each announcer. They describe “Operation Intergalactic”
 to their audience, and discuss it with one another.
 Camera ZOOMS IN on each speaking announcer.
 Large crowd is there to watch the historic lift off; many people
 with binoculars.
 FIRST ANNOUNCER
 AS you see, six astronauts and
 three robots are going on this
 intergalactic odyssey. Because of
 the required speed, far beyond the
 light barrier, these astronauts
 will be able to travel back and
 forth into the time dimension, yet
 stay in touch with MCC, the Mission
 Control Center.
 SECOND ANNOUNCER
 From the deep past, they will
 actually manipulate their
 communication system to our year,
 2242, and keep MCC informed of all
 Developments. It should be",
eternity_screenplay,ETERNITY - Screenplay,14,,False,90.03,,96:17,0,"Page 13 - €ETERNITY
 extremely exciting.
 TV MONITOR switches picture from the announcer to the astronauts
 as they walk through the hallways of a massive launch tower,
 Camera 200115 IN on each astronaut as the announcers talk about
 them.
 FIRST ANNOUNCER (V.0.)
 Here comes COMMANDER VIRGIL MOSS,
 the only astronaut to exit the
 solar system more than a dozen
 times, He flew “FRternity, the
 only self*sufficient intergalactic
 shuttle, on her maiden voyage six
 years ago.
 THIRD ANNOUNCER (V.0.)
 You can easily say that he knows
 about the Milky Way Galaxy more
 than anyone in the world.
 INT. LAUNCH TOWER ~ DAWN
 Astronauts are walking down a hallway in their space uniforms,
 heading for the elevator. The TV announcers' voices continue to
 describe the events. Camera 200/5 IN to coincide with the
 announcers' comments. ,
 FIRST ANNOUNCER (V.O.)
 You bet, CAPTAIN KATHLEEN SHEARD
 now comes in view. She's another
 space veteran, with years of
 experience.
 And here comes MAJOR ANDERSON, Jane
 Anderson, followed by MUSONFNINE.
 Mu-one=nine's friends nick name him
 mr.5 BARAKAT",
eternity_screenplay,ETERNITY - Screenplay,15,,False,89.38,,,0,"Page 14 + ETERNITY
 arm in arm with BIT-SFVENTY<SIX,
 roaring with laughter as usual.
 Right behind them is OCTA-OHM=R,
 SECOND ANNOUNCER (V.0.)
 You know, Greg, we should say that
 Mike Barakat is walking arm in arms
 with Rit+Seventy*Six.
 RiteSeventy-Six is a 5 foot half cone, equipped with nine extend=
 able arms and’a complete circle of gauges, and color-coded dials.
 At the end of each am, a retractable four-pronged hand opens up
 to reveal a light-emitting eye.
 octe-Ohm-R, on the other hand, is a two-armed, four footer,
 celedon porcelain plated master brain, with an eight-headed top
 that rotates in many directions like a Rubik's cube. 815 chest
 1s equipped with @ computer display terminal that looks like a
 small TV screen,
 INT. SPACECRAFT - CONTROL ROOM
 Commander Moss takes his place at a rotating semi-circular desk
 beistling with lighted dials, buttons, and toggle switches, The
 commander's station faces the giant viewscreen beneath which is a
 long counter teeming with instruments, gauges, controls, and
 fishing lights
 Main Jane Anderson, Captain Kathleen Sheard, Captain Raymond
 Catton, and Major Shirley Van Cleef take their designated
 stations at the front counter.
 Mike Barakat, Bit+~Seventy-Six, and Octa-Chm+R take their stations
 at another counter to the right and slightly behind the
 Commander's console.
 Mu-One-Nine insinuates himself between two six foot high
 rectangular cubes studded with gauges, dials, small TV screens,
 and switches.
 INT. SPACECRAFT - CONTROL ROOM
 COMMANDER MOSS
 Check breeder reactor cells,
 Mu-One-Nine flips a switch, notes an indicator labeled Nuclear4 Fuel
 light up green. .
 MU=ONE-NINE
 Check.",
eternity_screenplay,ETERNITY - Screenplay,16,,False,90.87,,6:46,0,"Page 15 - ETERNITY
 COMMANDER MOSS
 Check oxygen generator.
 pit-Seventy-Six pushes a button and gets a green light below a
 computer display terminal. Camera 20015 IN on the small screen,
 to show that it reads 5.325 cu.ft/hr and clicking upward,
 BIT-SEVENTY-SIX
 check,
 COMMANDER MOSS
 Check Food Synthesizer.
 Mu-One-Nine flips a couple of switches on the other rectangular
 box, notes green lights, and reports.
 MU~ONE-~-NINE
 Check.
 COMMANDER MOSS
 Check Gravity Simulation System,
 Octa-OhmR clicks, grinds, rotates his Rubik's cube head, and
 manipulates his instruments, then reports.
 OCTA-OHM-R
 GSS is perfect.
 COMMANDER MOSS
 Check time and calendar indicators.
 Captain Mike Barakat looks at a time indicator in front of him.
 Camera ZOOMS IN to show that it reads in computer LFD numerals
 06:46:00,
 Camera ZOOMS AWAY to an ANGLE FAVORING MIKE BARAKAT. ke flips a
 switch and the time appears on the main viewscreen, ticking.
 Berakat flips another switch and the date is displayed on the
 main viewscreen reading 195
 COMMANDER MOSS
 Check Emergency Locator Transmit=
 ters,
 Major Anderson pushes a number of buttons. Dials light up.
 JANE ANDERSON
 let's are allright.
 COMMANDER MOSS",
eternity_screenplay,ETERNITY - Screenplay,17,,False,93.29,,,0,"Page 16 = ETERNITY
 Check Emergency Position Indicating
 Beacons,
 Octa-Ohm-R clicks, grinds, and turns his eight headed top as he
 flips a number of switches and pushes a number of buttons.
 OCTA-ORM-R
 epics are OK.
 COMMANDER MOSS
 Check Time Advance Monitor,
 Shirley Van Cleef pushes a button and flips a switch. The giant
 viewscreen displays the calendar at “19 November 2242"",
 van Cleef flips another switch. The calendar clicks to a lower
 year, stopping at 55
 van Cleef pushes a button. The screen flickers from date to a
 picture of HITLER giving a flaming speech before a huge crowd,
 van Cleef pushes a button and flips a switch. Picture changes
 back to calendar, clicking away, and stopping at 115
 van Cleef pushes a button, Calendar reverses all the way -from
 “12 AUGUST 1334"" to 195
 SHIRLEY VAN CLFEF
 TAM checks fine. Too had we can't
 monitor the future, so we can enjoy
 our success now.
 COMMANDER MOSS
 Kathleen, would you check Mission
 Control Center's communication?
 And you, Ray, would you check 1
 Laser Relays and Tracking Stations?
 TWO SHOT + KATHLEEN AND RAY
 Kathleen Sheard and Raymond Catton get busy with their instru
 meets,
 KATHLEEN SHEARD
 All systems go,
 RAYMOND CATTON
 Same here,
 COMMANDER MOSS
 Display countdown,",
eternity_screenplay,ETERNITY - Screenplay,18,,False,90.17,18.71,23:57; 7:4,0,"Page 17 © ETERNITY
 Mike Barakat flips a switch, and the giant viewscreen displays
 23:57:19"", and continuing to click downward.
 COMMANDER MOSS
 Prepare for launch.
 All crew members strap themselves to their stations. Octa-Ohm-R
 clicks, grinds, turns his Rubik's Cube heads, and pushes a
 button.
 The whole floor slowly grinds and grates as it tilts 90 degrees,
 causing everyone to shift their gaze upward. Countdown on the
 screen Clicking down at 88:00:57.
 KATHLEEN SHEARD
 So long, MCC, We'll stay in touch,
 1111 write if I get work.
 MCC (V.0.)
 You better do that.
 (Laughter)
 EXT. CAPR CANAVERAL = DAY
 Camera 200MS AWAY slowly from a close up of the rocket's tip,
 revealing the spacecraft's name “Eternity” on one side, and the
 “United States of America"" on the other side.
 Camera moves down in slow motion to emphasize the colossal size
 of Eternity, stopping on the NASA logo at the base of the
 rocket/spaceship.
 Camera keeps moving downward until some of eternity 95 engines
 appear. :
 PAN SHOT
 A distant view shows lift-off with Eternity engulfed in a
 gigantic fiery cloud and a great rumble,
 MCC {V.0.)
 We have lift off.
 INT. SPACECRAFT - CONTROL ROOM
 Main viewscreen shows time clicking at 7:04:14,
 JANE ANDERSON
 We have Mach Two,",
eternity_screenplay,ETERNITY - Screenplay,19,,False,90.6,,,0,"Page 18 + ETERNITY
 MIKE BARAKAT
 (Speaking to Bit-Seventy~
 $ix)
 Hey, Mr. Bit, haven't you forgotten
 something?
 BIT-SEVENTY-SIX
 Please don't rush me. I can barely
 keep up with my nine arms and nine
 eyes, I have a feeling some
 robotics designer has goofed.
 farakat laughs loudly.
 Bit-Seventy-Six pushes a couple of buttons, and flips a couple of
 switches simultaneously.
 The giant screen displays Cape Canaveral and the Florida coast
 line, diminishing away.
 CLOSE SHOT ~ MAIN VIEWSCREEN
 City streets are reducing to map size. Clouds are flying away.
 The American continent quickly comes into view, then, even more
 rapidly, the whole planet.
 CU ODOMETER
 Odometer reads 152,532 miles, and clicking away.
 8it-Seventy-Six pushes some buttons and flips some switches,
 simultaneously.
 CLOSE SHOT ~ MAIN VIEWSCREEN
 Earth picture on the screen shrinks to fill the left half of the
 screen,
 Mu-One-Nine manipulates his rectangular boxes.
 CLOSE SHOT ~ MAIN VIEWSCREEN
 The other half of the screen flickers, then stabilizes on a
 Picture of the moon approach.
 CU ODOMETER
 Odometer reads 248,9005 MILFS, and ticking upward,
 CLOSE SHOT ~ MAIN VIEWSCREEN",
eternity_screenplay,ETERNITY - Screenplay,20,,False,92.43,,,0,"Page 19 = ETERNITY
 split screen shows the Earth diminishing, as the moon's picture
 dominates, then races by.
 Right half of the screen shows a star studded black sky, while
 the left half shows the moon diminishing with the Earth visible
 in the far horizon behind the moon,
 Kathleen Sheard flips a switch, then talks into her headset.
 KATHLEEN SHEARD
 MCC, just passed the moon. Quite
 romantic,
 Octa-Ohm-R clicks, clanks, rotates his multi-head and manipur
 lates his instruments, then reports.
 OCTA-OHM-R
 Moon EPIRB number 14 checks loud and
 clear.
 JANE ANDERSON
 Moon colony 209 appears to be in
 trouble. Their main oxygen
 generator is out of order.
 Kathleen, would you summon help for
 them through MCC?
 KATHLEEN SHEARD
 Roger.
 Mike Barakat pushes a button.
 Camera ZOOMS in on the odometer of his desk, showing it clicking
 at “78,098,095 MILES"".
 Bit-Seventy-Six flips a few switches, then pushes a button,
 causing the screen to display the sun approach.
 Eternity zips by the sun.
 Camera ZOOMS at the odometer on Mike Barakat's desk, showing that
 it reads 93,115,2805 MILES.
 Main viewscreen shows a backward view, looking at the sun moving
 farther back,
 The whole solar system comes in view as shown in Figure 1.
 CU MAIN VIEWSCREEN
 Solar system fills the screen as shown in Figure 1.",
eternity_screenplay,ETERNITY - Screenplay,21,,False,87.66,,,0,"Page 26 = ETERNITY
 © PLUTO
 URANUS
 SATURN
 (Mars
 « EARTH
 | AU the planets lie on one side of the sun
 | this month but are far from a straight-
 ' dine pattern. Instead they span an angle
 ! of 95 degrees. From this viewpoint,
 | low over the plane of the solar system,
 they appear even more spread out.
 FIGURE 1: THR SOLAR SYSTEM AS VIEWED py “RTPRNITY,“",
eternity_screenplay,ETERNITY - Screenplay,22,,False,91.39,,21:10; 21:17; 26:33; 11:43,0,"Page 21 = ETERNITY
 INT. SPACESHIP - CONTROL ROOM
 INT.
 KATHLEEN SHEARD
 {Speaking into her head
 set)
 Exiting the solar system,
 MCC (V.0.)
 Roger.
 CU ODOMETER
 Odometer reads 4,378,247,0195 MILFS,
 COMMANDER MOSS
 Maximize momentum
 Jane Anderson pushes a few buttons. Octa*Ohm-P rattles, grinds,
 rotates his cube head, then flips a couple of switches.
 CU SPEEDOMETER
 Speedometer clicks past “688,708 MILES/SFCOND"".
 MIKE BARAKAT
 (Speak ing into his
 headset)
 Hold on, we're breaking the light
 barrier!
 Barakat turns a few knobs, then looks at the main viewscreen.
 CLOSE SHOT ~ MAIN VIEWSCREEN
 Picture on the screen shows the solar system diminishing away and
 the stars elongating into luminous streaks,
 CU = TIME GAUGE + it reads 21:10:36 and ticking.
 Time gauge slows down, stops momentarily, then reverses direction
 and Speeds up its downward ticking from 21:17:48, to
 26:33:38"", then to 11:43:74,
 CU CALENDAR GAUGE
 Calendar | gauge follows suit, reversing from 195
 own to 675 then to 235
 FULL SHOT ~ CONTROL ROOM
 Crew members unstrap themselves and move about the spaceship,",
